Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap	 As_pmedian	 Bs_pmedian	 As+Bs_pmedian
../instancesSurcharges/alpha0_1/pmed/pmed14_5.txt	300	60	20	Optimal	1115.9566059112549	AB	989.0	1323.0	2312.0	1.0	2312.0	0.0	483.34	943.87	1427.21
../instancesSurcharges/alpha0_1/pmed/pmed15_1.txt	300	100	3	Optimal	36.01075315475464	AB	131.0	158.0	289.0	1.0	289.0	0.0	59.51	116.15	175.66
../instancesSurcharges/alpha0_1/pmed/pmed15_2.txt	300	100	5	Optimal	175.809672832489	AB	235.0	251.0	486.0	1.0	486.0	0.0	128.82	206.72	335.54
../instancesSurcharges/alpha0_1/pmed/pmed15_3.txt	300	100	10	Optimal	174.90652012825012	AB	498.0	589.0	1087.0	1.0	1087.0	0.0	244.55	441.24	685.79
../instancesSurcharges/alpha0_1/pmed/pmed15_4.txt	300	100	15	Optimal	481.6732759475708	AB	597.0	719.0	1316.0	1.0	1316.0	0.0	370.8	644.22	1015.02
../instancesSurcharges/alpha0_1/pmed/pmed15_5.txt	300	100	20	Optimal	1020.2594230175018	AB	988.0	1108.0	2096.0	1.0	2096.0	0.0	419.44	824.07	1243.51
../instancesSurcharges/alpha0_1/pmed/pmed16_1.txt	400	5	3	TimeLimit	3600.083983182907	AB	156.0	165.0	321.0	6.0	312.0	0.028037383177570093	74.97	101.37	176.34
../instancesSurcharges/alpha0_1/pmed/pmed16_2.txt	400	5	5	TimeLimit	3600.2005908489227	AB	235.0	274.0	509.0	1.0	502.0	0.0137524557956778	122.48	169.75	292.23
../instancesSurcharges/alpha0_1/pmed/pmed16_3.txt	400	5	10	TimeLimit	3600.288290977478	AB	485.0	553.0	1038.0	1.0	995.0	0.041425818882466284	256.75	376.49	633.24
../instancesSurcharges/alpha0_1/pmed/pmed16_4.txt	400	5	15	TimeLimit	3600.4085969924927	AB	750.0	855.0	1605.0	1.0	1518.0	0.05420560747663551	400.45	542.22	942.67
../instancesSurcharges/alpha0_1/pmed/pmed16_5.txt	400	5	20	TimeLimit	3600.5777390003204	AB	997.0	1102.0	2099.0	1.0	1972.0	0.060505002382086705	492.27	715.5	1207.77
../instancesSurcharges/alpha0_1/pmed/pmed17_1.txt	400	10	3	TimeLimit	3600.909707069397	AB	135.0	145.0	280.0	1.0	262.0	0.06428571428571428	63.06	109.66	172.72
../instancesSurcharges/alpha0_1/pmed/pmed17_2.txt	400	10	5	TimeLimit	3600.122539997101	AB	221.0	248.0	469.0	1.0	426.0	0.09168443496801706	130.39	185.5	315.89
../instancesSurcharges/alpha0_1/pmed/pmed17_3.txt	400	10	10	TimeLimit	3600.263258934021	AB	452.0	508.0	960.0	1.0	878.0	0.08541666666666667	211.41	330.44	541.85
../instancesSurcharges/alpha0_1/pmed/pmed17_4.txt	400	10	15	TimeLimit	3601.3464648723602	AB	700.0	759.0	1459.0	1.0	1257.0	0.13845099383139137	365.05	571.44	936.49
../instancesSurcharges/alpha0_1/pmed/pmed17_5.txt	400	10	20	TimeLimit	3600.5620181560516	AB	919.0	991.0	1910.0	1.0	1723.0	0.09790575916230367	432.3	725.7	1158.0
../instancesSurcharges/alpha0_1/pmed/pmed18_1.txt	400	40	3	Optimal	79.53308010101318	AB	146.0	168.0	314.0	1.0	314.0	0.0	71.3	126.91	198.21
../instancesSurcharges/alpha0_1/pmed/pmed18_2.txt	400	40	5	Optimal	206.14521193504333	AB	262.0	276.0	538.0	1.0	538.0	0.0	145.48	224.67	370.15
../instancesSurcharges/alpha0_1/pmed/pmed18_3.txt	400	40	10	TimeLimit	3604.1908090114594	AB	480.0	527.0	1007.0	1.0	995.0	0.011916583912611719	296.74	433.62	730.36
../instancesSurcharges/alpha0_1/pmed/pmed18_4.txt	400	40	15	TimeLimit	3605.2702231407166	AB	603.0	711.0	1314.0	1.0	1256.0	0.0441400304414003	355.88	583.39	939.27
../instancesSurcharges/alpha0_1/pmed/pmed18_5.txt	400	40	20	TimeLimit	3600.540139913559	AB	1220.0	1276.0	2496.0	1.0	1790.0	0.2828525641025641	308.25	826.24	1134.49
../instancesSurcharges/alpha0_1/pmed/pmed19_1.txt	400	80	3	Optimal	144.48871302604675	AB	104.0	110.0	214.0	1.0	214.0	0.0	59.93	92.19	152.12
../instancesSurcharges/alpha0_1/pmed/pmed19_2.txt	400	80	5	Optimal	187.21094703674316	AB	164.0	180.0	344.0	1.0	344.0	0.0	106.1	156.94	263.04
../instancesSurcharges/alpha0_1/pmed/pmed19_3.txt	400	80	10	Optimal	1152.0798330307007	AB	345.0	368.0	713.0	1.0	713.0	0.0	193.33	312.76	506.09
../instancesSurcharges/alpha0_1/pmed/pmed19_4.txt	400	80	15	TimeLimit	3600.480950117111	AB	509.0	569.0	1078.0	1.0	1057.0000000000002	0.01948051948051927	287.13	473.17	760.3
../instancesSurcharges/alpha0_1/pmed/pmed19_5.txt	400	80	20	TimeLimit	3600.7040939331055	AB	768.0	848.0	1616.0	1.0	1392.0	0.13861386138613863	240.69	658.67	899.36
../instancesSurcharges/alpha0_1/pmed/pmed1_1.txt	100	5	3	Optimal	232.3799810409546	AB	393.0	477.0	870.0	954.0	870.0	0.0	221.99	367.46	589.45
../instancesSurcharges/alpha0_1/pmed/pmed1_2.txt	100	5	5	Optimal	545.7284529209137	AB	676.0	801.0	1477.0	1331.0	1477.0	0.0	303.81	598.49	902.3
../instancesSurcharges/alpha0_1/pmed/pmed1_3.txt	100	5	10	Optimal	1745.8712930679321	AB	1368.0	1734.0	3102.0	1485.0	3102.0	0.0	736.76	1334.08	2070.84
../instancesSurcharges/alpha0_1/pmed/pmed1_4.txt	100	5	15	Optimal	1841.1774570941925	AB	2209.0	2486.0	4695.0	1074.0	4695.0	0.0	1146.94	1833.94	2980.88
../instancesSurcharges/alpha0_1/pmed/pmed1_5.txt	100	5	20	TimeLimit	3600.09624004364	AB	3017.0	3409.0	6426.0	982.0	6116.0	0.048241518829754124	1677.53	2399.32	4076.85
../instancesSurcharges/alpha0_1/pmed/pmed20_1.txt	400	133	3	Optimal	54.40203499794006	AB	131.0	142.0	273.0	1.0	273.0	0.0	68.99	101.8	170.79
../instancesSurcharges/alpha0_1/pmed/pmed20_2.txt	400	133	5	Optimal	187.27575993537903	AB	184.0	201.0	385.0	1.0	385.0	0.0	89.01	161.7	250.71
../instancesSurcharges/alpha0_1/pmed/pmed20_3.txt	400	133	10	Optimal	466.9264500141144	AB	373.0	446.0	819.0	1.0	819.0	0.0	253.51	386.72	640.23
../instancesSurcharges/alpha0_1/pmed/pmed20_4.txt	400	133	15	Optimal	1491.7265031337738	AB	509.0	632.0	1141.0	1.0	1141.0	0.0	245.66	439.12	684.78
../instancesSurcharges/alpha0_1/pmed/pmed20_5.txt	400	133	20	Optimal	1569.5747590065002	AB	747.0	865.0	1612.0	1.0	1612.0	0.0	321.23	671.85	993.08
../instancesSurcharges/alpha0_1/pmed/pmed21_1.txt	500	5	3	TimeLimit	3604.29812002182	AB	126.0	153.0	279.0	1.0	258.0	0.07526881720430108	68.98	100.19	169.17
../instancesSurcharges/alpha0_1/pmed/pmed21_2.txt	500	5	5	TimeLimit	3604.2935609817505	AB	219.0	244.0	463.0	1.0	421.0	0.09071274298056156	126.54	186.8	313.34
../instancesSurcharges/alpha0_1/pmed/pmed21_3.txt	500	5	10	TimeLimit	3601.3677139282227	AB	450.0	510.0	960.0	1.0	836.0	0.12916666666666668	225.99	326.26	552.25
../instancesSurcharges/alpha0_1/pmed/pmed21_4.txt	500	5	15	TimeLimit	3600.7640340328217	AB	829.0	878.0	1707.0	1.0	1272.0	0.2548330404217926	398.65	556.44	955.09
../instancesSurcharges/alpha0_1/pmed/pmed21_5.txt	500	5	20	TimeLimit	3600.978839159012	AB	1088.0	1338.0	2426.0	1.0	1717.0	0.29225061830173127	602.13	799.94	1402.07
../instancesSurcharges/alpha0_1/pmed/pmed22_1.txt	500	10	3	TimeLimit	3600.1391031742096	AB	130.0	154.0	284.0	1.0	265.0	0.06690140845070422	73.06	107.38	180.44
../instancesSurcharges/alpha0_1/pmed/pmed22_2.txt	500	10	5	TimeLimit	3606.1272060871124	AB	220.0	245.0	465.0	1.0	409.0	0.12043010752688173	138.12	186.08	324.2
../instancesSurcharges/alpha0_1/pmed/pmed22_3.txt	500	10	10	TimeLimit	3600.4907491207123	AB	446.0	523.0	969.0	1.0	899.0	0.07223942208462332	267.65	390.51	658.16
../instancesSurcharges/alpha0_1/pmed/pmed22_4.txt	500	10	15	TimeLimit	3602.1828060150146	AB	910.0	988.0	1898.0	1.0	1346.0	0.29083245521601686	356.85	589.68	946.53
../instancesSurcharges/alpha0_1/pmed/pmed22_5.txt	500	10	20	TimeLimit	3601.100764989853	AB	1448.0	1463.0	2911.0	1.0	1886.0	0.352112676056338	465.27	776.17	1241.44
../instancesSurcharges/alpha0_1/pmed/pmed23_1.txt	500	50	3	Optimal	1816.8879420757294	AB	90.0	104.0	194.0	76.0	194.0	0.0	58.12	94.83	152.95
../instancesSurcharges/alpha0_1/pmed/pmed23_2.txt	500	50	5	Optimal	3222.327339887619	AB	160.0	176.0	336.0	1.0	336.0	0.0	103.28	156.43	259.71
../instancesSurcharges/alpha0_1/pmed/pmed23_3.txt	500	50	10	TimeLimit	3600.6821360588074	AB	406.0	446.0	852.0	1.0	663.0	0.22183098591549297	134.82	311.95	446.77
../instancesSurcharges/alpha0_1/pmed/pmed23_4.txt	500	50	15	TimeLimit	3600.6584889888763	AB	591.0	758.0	1349.0	1.0	938.0	0.3046701260192735	203.77	470.18	673.95
