Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap	 As_pmedian	 Bs_pmedian	 As+Bs_pmedian
../instancesSurcharges/alpha0_1/pmed/pmed18_4.txt	400	40	15	TimeLimit	3601.186665058136	A	735.0	1513.0	2248.0	1.0	564.0	0.23265306122448978	245.67	874.75	1120.42
../instancesSurcharges/alpha0_1/pmed/pmed18_5.txt	400	40	20	TimeLimit	3600.5912051200867	A	898.0	2552.0	3450.0	1.0	897.0	0.0011135857461024498	652.81	1625.33	2278.14
../instancesSurcharges/alpha0_1/pmed/pmed19_1.txt	400	80	3	Optimal	64.04889106750488	A	104.0	239.0	343.0	1.0	104.0	0.0	62.0	120.98	182.98
../instancesSurcharges/alpha0_1/pmed/pmed19_2.txt	400	80	5	Optimal	131.30265593528748	A	164.0	404.0	568.0	1.0	164.0	0.0	92.26	186.35	278.61
../instancesSurcharges/alpha0_1/pmed/pmed19_3.txt	400	80	10	Optimal	357.42672395706177	A	345.0	756.0	1101.0	1.0	345.0	0.0	185.85	366.48	552.33
../instancesSurcharges/alpha0_1/pmed/pmed19_4.txt	400	80	15	Optimal	595.4087119102478	A	495.0	1159.0	1654.0	1.0	495.0	0.0	260.19	546.91	807.1
../instancesSurcharges/alpha0_1/pmed/pmed19_5.txt	400	80	20	Optimal	778.2121748924255	A	645.0	1554.0	2199.0	1.0	645.0	0.0	323.86	741.71	1065.57
../instancesSurcharges/alpha0_1/pmed/pmed1_1.txt	100	5	3	Optimal	239.5627429485321	A	383.0	763.0	1146.0	1486.0	383.0	0.0	229.03	461.04	690.07
../instancesSurcharges/alpha0_1/pmed/pmed1_2.txt	100	5	5	Optimal	900.6530821323395	A	656.0	1085.0	1741.0	2914.0	656.0	0.0	354.99	718.38	1073.37
../instancesSurcharges/alpha0_1/pmed/pmed1_3.txt	100	5	10	Optimal	850.2034080028534	A	1350.0	2212.0	3562.0	879.0	1350.0	0.0	875.02	1460.81	2335.83
../instancesSurcharges/alpha0_1/pmed/pmed1_4.txt	100	5	15	Optimal	722.1198329925537	A	2080.0	3828.0	5908.0	552.0	2080.0	0.0	1225.91	2337.01	3562.92
../instancesSurcharges/alpha0_1/pmed/pmed1_5.txt	100	5	20	Optimal	3108.6719720363617	A	2857.0	4988.0	7845.0	1301.0	2857.0	0.0	1704.88	3068.01	4772.89
../instancesSurcharges/alpha0_1/pmed/pmed20_1.txt	400	133	3	Optimal	53.94077801704407	A	131.0	293.0	424.0	1.0	131.0	0.0	73.19	129.67	202.86
../instancesSurcharges/alpha0_1/pmed/pmed20_2.txt	400	133	5	Optimal	128.82479810714722	A	184.0	401.0	585.0	1.0	184.0	0.0	100.05	198.57	298.62
../instancesSurcharges/alpha0_1/pmed/pmed20_3.txt	400	133	10	Optimal	199.55321598052979	A	373.0	829.0	1202.0	1.0	373.0	0.0	187.48	380.77	568.25
../instancesSurcharges/alpha0_1/pmed/pmed20_4.txt	400	133	15	Optimal	470.64753699302673	A	509.0	1226.0	1735.0	1.0	509.0	0.0	249.11	505.12	754.23
../instancesSurcharges/alpha0_1/pmed/pmed20_5.txt	400	133	20	Optimal	450.6848418712616	A	747.0	1744.0	2491.0	1.0	747.0	0.0	360.87	767.71	1128.58
../instancesSurcharges/alpha0_1/pmed/pmed21_1.txt	500	5	3	TimeLimit	3600.214371204376	A	127.0	194.0	321.0	1.0	112.0	0.11811023622047244	76.21	103.35	179.56
../instancesSurcharges/alpha0_1/pmed/pmed21_2.txt	500	5	5	TimeLimit	3600.805184841156	A	226.0	408.0	634.0	1.0	186.0	0.17699115044247787	118.39	229.59	347.98
../instancesSurcharges/alpha0_1/pmed/pmed21_3.txt	500	5	10	TimeLimit	3600.561383962631	A	444.0	634.0	1078.0	1.0	370.0	0.16666666666666666	220.69	394.81	615.5
../instancesSurcharges/alpha0_1/pmed/pmed21_4.txt	500	5	15	TimeLimit	3600.7468979358673	A	851.0	983.0	1834.0	1.0	560.0	0.3419506462984724	381.55	598.79	980.34
../instancesSurcharges/alpha0_1/pmed/pmed21_5.txt	500	5	20	TimeLimit	3601.0450320243835	A	1086.0	1338.0	2424.0	1.0	764.0	0.2965009208103131	602.11	799.94	1402.05
../instancesSurcharges/alpha0_1/pmed/pmed22_1.txt	500	10	3	TimeLimit	3600.1562101840973	A	117.0	336.0	453.0	148.0	111.0	0.05128205128205128	77.91	239.84	317.75
../instancesSurcharges/alpha0_1/pmed/pmed22_2.txt	500	10	5	TimeLimit	3600.2037909030914	A	218.0	541.0	759.0	1.0	178.0	0.1834862385321101	149.27	328.26	477.53
../instancesSurcharges/alpha0_1/pmed/pmed22_3.txt	500	10	10	TimeLimit	3601.3215510845184	A	453.0	1076.0	1529.0	1.0	394.0	0.13024282560706402	291.63	577.43	869.06
../instancesSurcharges/alpha0_1/pmed/pmed22_4.txt	500	10	15	TimeLimit	3601.9799501895905	A	697.0	1470.0	2167.0	1.0	621.0	0.10903873744619799	487.5	975.17	1462.67
../instancesSurcharges/alpha0_1/pmed/pmed22_5.txt	500	10	20	TimeLimit	3602.0915520191193	A	933.0	1770.0	2703.0	1.0	853.0	0.0857449088960343	469.04	808.07	1277.11
../instancesSurcharges/alpha0_1/pmed/pmed23_1.txt	500	50	3	Optimal	431.1149790287018	A	89.0	227.0	316.0	1.0	89.0	0.0	52.98	103.3	156.28
../instancesSurcharges/alpha0_1/pmed/pmed23_2.txt	500	50	5	Optimal	360.1479318141937	A	158.0	409.0	567.0	1.0	158.0	0.0	88.19	176.48	264.67
../instancesSurcharges/alpha0_1/pmed/pmed23_3.txt	500	50	10	TimeLimit	3600.5057311058044	A	322.0	764.0	1086.0	1.0	309.0	0.040372670807453416	223.0	442.61	665.61
../instancesSurcharges/alpha0_1/pmed/pmed23_4.txt	500	50	15	TimeLimit	3600.806967973709	A	472.0	1335.0	1807.0	330.0	470.0	0.00423728813559322	342.28	748.19	1090.47
../instancesSurcharges/alpha0_1/pmed/pmed23_5.txt	500	50	20	TimeLimit	3600.831762075424	A	618.0	1755.0	2373.0	1.0	606.0	0.019417475728155338	453.63	1022.52	1476.15
../instancesSurcharges/alpha0_1/pmed/pmed24_1.txt	500	100	3	Optimal	127.38905215263367	A	88.0	221.0	309.0	1.0	88.0	0.0	48.89	94.75	143.64
../instancesSurcharges/alpha0_1/pmed/pmed24_2.txt	500	100	5	Optimal	349.84265398979187	A	145.0	346.0	491.0	1.0	145.0	0.0	80.64	151.78	232.42
../instancesSurcharges/alpha0_1/pmed/pmed24_3.txt	500	100	10	Optimal	422.3701629638672	A	364.0	733.0	1097.0	1.0	364.0	0.0	193.76	349.25	543.01
../instancesSurcharges/alpha0_1/pmed/pmed24_4.txt	500	100	15	Optimal	1069.9788000583649	A	423.0	1090.0	1513.0	1.0	423.0	0.0	218.72	481.78	700.5
../instancesSurcharges/alpha0_1/pmed/pmed24_5.txt	500	100	20	Optimal	910.373813867569	A	667.0	1372.0	2039.0	1.0	667.0	0.0	347.3	648.24	995.54
../instancesSurcharges/alpha0_1/pmed/pmed25_1.txt	500	167	3	Optimal	95.0539219379425	A	118.0	227.0	345.0	1.0	118.0	0.0	63.22	100.05	163.27
../instancesSurcharges/alpha0_1/pmed/pmed25_2.txt	500	167	5	Optimal	111.12012386322021	A	236.0	389.0	625.0	1.0	236.0	0.0	111.08	178.2	289.28
../instancesSurcharges/alpha0_1/pmed/pmed25_3.txt	500	167	10	Optimal	350.8042080402374	A	287.0	742.0	1029.0	1.0	287.0	0.0	141.82	306.02	447.84
../instancesSurcharges/alpha0_1/pmed/pmed25_4.txt	500	167	15	Optimal	397.2589671611786	A	642.0	1145.0	1787.0	1.0	642.0	0.0	286.21	492.71	778.92
../instancesSurcharges/alpha0_1/pmed/pmed25_5.txt	500	167	20	Optimal	1001.6248199939728	A	804.0	1447.0	2251.0	1.0	804.0	0.0	318.96	603.73	922.69
../instancesSurcharges/alpha0_1/pmed/pmed26_1.txt	600	5	3	TimeLimit	3600.1935591697693	A	117.0	242.0	359.0	1.0	112.0	0.042735042735042736	74.37	150.11	224.48
../instancesSurcharges/alpha0_1/pmed/pmed26_2.txt	600	5	5	TimeLimit	3600.388417005539	A	250.0	343.0	593.0	1.0	135.0	0.46	116.72	189.83	306.55
../instancesSurcharges/alpha0_1/pmed/pmed26_3.txt	600	5	10	TimeLimit	3600.7054328918457	A	541.0	609.0	1150.0	1.0	359.0	0.3364140480591497	255.33	307.2	562.53
../instancesSurcharges/alpha0_1/pmed/pmed26_4.txt	600	5	15	TimeLimit	3601.2941460609436	A	737.0	961.0	1698.0	1.0	550.0	0.2537313432835821	339.51	501.58	841.09
../instancesSurcharges/alpha0_1/pmed/pmed26_5.txt	600	5	20	TimeLimit	3601.5049500465393	A	1028.0	1276.0	2304.0	1.0	748.0	0.2723735408560311	447.75	714.93	1162.68
../instancesSurcharges/alpha0_1/pmed/pmed27_1.txt	600	10	3	TimeLimit	3600.2068650722504	A	102.0	267.0	369.0	1.0	97.0	0.049019607843137254	65.0	141.26	206.26
